Date,Recorded at,Scheduled for,Amount,Activity,Pending,Raw description,Description,Category folder,Category,Street address,City,State,Zip,Latitude,Longitude,Memo
2013/04/30,2013-04-30 04:15:05 AM -0700,,0.05,ACH,false,Electronic Funds Transfer - E*TRADE BANK   Pending ... ,E*trade Bank,Income,Other,,,,,,,
2013/04/30,2013-04-30 04:15:05 AM -0700,,0.31,ACH,false,Electronic Funds Transfer - E*TRADE BANK   Pending ... ,E*trade Bank,Income,Other,,,,,,,
2013/04/30,2013-04-30 04:15:10 AM -0700,,-0.36,ACH,false,Electronic Funds Transfer - E*TRADE BANK   Pending ... ,E*trade Bank,Uncategorized,Unknown,,,,,,,
2013/05/02,2013-05-02 08:17:04 AM -0700,,100.00,ACH,false,FUNDS TRANSFER,Funds Transfer,Financial,Money Transfer,,,,,,,
2013/05/06,2013-05-06 10:24:32 AM -0700,,-2.16,Signature purchase,false,TABLE MESA HARDWAR       ,Table Mesa Hardwar,Uncategorized,Unknown,"",Boulder,CO,80305,39.981863,-105.258485,
2013/05/07,2013-05-07 03:02:03 PM -0700,,-21.06,Signature purchase,false,TABLE MESA HARDWAR       ,Table Mesa Hardwar,Uncategorized,Unknown,"",Boulder,CO,80305,39.981863,-105.258485,
2013/05/08,2013-05-08 07:55:18 AM -0700,,-25.70,Signature purchase,false,THE GROWERS EXCHANGE     ,The Growers Exchange,Uncategorized,Other Shopping,"","",VA,23226,37.579912,-77.523347,
2013/05/09,2013-05-09 03:08:22 PM -0700,,-4.99,Signature purchase,false,MSFT   *XBOX LIVE        ,Xbox Live,Uncategorized,Unknown,"",Lower Elochoman,WA,98052,46.9497445,-122.7451695,
2013/05/09,2013-05-09 10:39:35 AM -0700,,-22.66,Pin purchase,false,THE HOME DEPOT #1546     ,Home Depot,Uncategorized,Unknown,"",Boulder,CO,80303-0000,40.002312,-105.233612,
2013/05/15,2013-05-15 04:31:43 PM -0700,,-4.99,Signature purchase,false,MSFT   *XBOX LIVE        ,Xbox Live,Uncategorized,Unknown,"",Lower Elochoman,WA,98052,46.9497445,-122.7451695,
2013/05/20,2013-05-20 11:15:18 AM -0700,,-10.84,Signature purchase,false,LINDSAYS BOULDER DELI  HA,Lindsay's Boulder Deli,Food & Drink,Other,1148 Pearl St,Boulder,CO,80302,40.01780637412416,-105.27991013908263,
2013/05/21,2013-05-21 04:15:26 AM -0700,,208.00,ACH,false,Electronic Funds Transfer - hire Dave LLC   Pending ... ,Hire Dave,Income,Other,,,,,,,
2013/05/22,2013-05-22 04:23:05 PM -0700,,-4.99,Signature purchase,false,MSFT   *XBOX LIVE        ,Xbox Live,Uncategorized,Unknown,"",Lower Elochoman,WA,98052,46.9497445,-122.7451695,
2013/05/24,2013-05-24 04:44:38 PM -0700,,-29.58,Signature purchase,false,PEI WEI #0104      Q02   ,Pei Wei  0104 Q02,Food & Drink,Fast Food,0104 Q02,Boulder,CO,80301,40.051351,-105.227413,
2013/05/24,2013-05-24 05:11:53 AM -0700,,-2.82,Signature purchase,false,SQ *CAFFE SOLE           ,Caffe Sole,Food & Drink,Restaurants,637 S Broadway St,Boulder,CO,80305,39.9831447,-105.2499433,
2013/05/25,2013-05-24 05:33:18 PM -0700,,-5.71,Signature purchase,false,MCDONALD'S F109          ,McDonald's,Food & Drink,Fast Food,1800 28th Street,Boulder,CO,80301,40.019188,-105.257856,
2013/05/25,2013-05-25 09:52:37 AM -0700,,-1.17,Pin purchase,false,TARGET T1769 TARGET T1769,Target,Food & Drink,Groceries,400 Marshall Road,Superior,CO,"",39.956788,-105.174383,
2013/05/26,2013-05-26 03:16:27 PM -0700,,-95.85,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.015791394233496,-105.25203824043274,
2013/05/26,2013-05-26 10:29:43 AM -0700,,-17.36,Signature purchase,false,GOOD TIMES DR THRU 101   ,Good Times Dr Thru,Food & Drink,Fast Food,"",Boulder,CO,80301,40.051351,-105.227413,
2013/05/28,2013-05-28 04:59:10 PM -0700,,-4.15,Signature purchase,false,NORTHWEST PARKWAY LLC    ,Northwest Parkway,Transportation,Parking & Tolls,"","",CO,80023,39.975858,-105.009387,
2013/05/29,2013-05-29 04:15:00 AM -0700,,100.00,ACH,false,Electronic Funds Transfer - E*TRADE BANK   Pending ... ,E*trade Bank,Income,Other,,,,,,,
2013/05/29,2013-05-29 05:31:43 AM -0700,,-2.44,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.015791394233496,-105.25203824043274,
2013/05/29,2013-05-29 05:36:55 AM -0700,,-10.00,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.015791394233496,-105.25203824043274,
2013/05/30,2013-05-29 06:00:13 PM -0700,,-80.37,Pin purchase,false,WAL-MART #5341           ,Wal Mart,Food & Drink,Groceries,"",Broomfield,CO,80021,39.911515,-105.129891,
2013/05/29,2013-05-29 09:56:27 AM -0700,,-2.00,Signature purchase,false,TEE & CAKES              ,Tee & Cakes,Food & Drink,Fast Food,1932 14th St,Boulder,CO,80302,40.017969,-105.277228,
2013/05/29,2013-05-29 12:25:26 PM -0700,,-8.67,Signature purchase,false,LINDSAYS BOULDER DELI  HA,Lindsay's Boulder Deli,Food & Drink,Other,1148 Pearl St,Boulder,CO,80302,40.01780637412416,-105.27991013908263,
2013/05/31,2013-05-30 05:09:42 PM -0700,,-29.95,Pin purchase,false,SHELL Service Station    ,Shell,Transportation,Gas,"",Boulder,CO,80301,40.051351,-105.227413,
2013/05/31,2013-05-31 01:15:19 PM -0700,,-2.11,Signature purchase,false,STARBUCKS #05548 BOULDER ,Starbucks,Food & Drink,Fast Food,1402 Broadway,Boulder,CO,80302,40.010746,-105.27665,
2013/06/07,2013-06-07 04:15:05 AM -0700,,100.00,ACH,false,Electronic Funds Transfer - E*TRADE BANK   Pending ... ,E*trade Bank,Income,Other,,,,,,,
2013/06/09,2013-06-09 12:11:40 PM -0700,,-15.04,Signature purchase,false,EINSTEIN BROS BAGELS2445 ,Einstein Bros Bagels2445,Food & Drink,Restaurants,"",Boulder,CO,80303,40.002312,-105.233612,
2013/06/11,2013-06-10 06:59:18 PM -0700,,-33.00,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.015791394233496,-105.25203824043274,
2013/06/10,2013-06-10 09:45:13 AM -0700,,-2.25,Signature purchase,false,TEE & CAKES              ,Tee & Cakes,Food & Drink,Fast Food,1932 14th St,Boulder,CO,80302,40.017969,-105.277228,
2013/06/11,2013-06-11 11:37:02 AM -0700,,-3.50,Signature purchase,false,ATLAS PURVEYORS          ,Atlas Purveyors,Food & Drink,Restaurants,1505 Pearl St,Boulder,CO,80302,40.018782,-105.275638,
2013/06/13,2013-06-13 04:15:04 AM -0700,,150.00,ACH,false,Electronic Funds Transfer - E*TRADE BANK   Pending ... ,E*trade Bank,Income,Other,,,,,,,
2013/06/13,2013-06-13 09:33:34 AM -0700,,-3.00,Signature purchase,false,ATLAS PURVEYORS          ,Atlas Purveyors,Food & Drink,Restaurants,1505 Pearl St,Boulder,CO,80302,40.018782,-105.275638,
2013/06/15,2013-06-14 05:54:48 PM -0700,,-4.54,Signature purchase,false,MCDONALD'S F109          ,McDonald's,Food & Drink,Fast Food,1800 28th Street,Boulder,CO,80301,40.019188,-105.257856,
2013/06/16,2013-06-15 06:00:08 PM -0700,,-11.42,Signature purchase,false,BURGER KING #8321        ,Burger King,Food & Drink,Fast Food,"",Denver,CO,80249,39.84987,-104.69648,
2013/06/16,2013-06-15 06:13:17 PM -0700,,-4.85,Signature purchase,false,BURGER KING #8321        ,Burger King,Food & Drink,Fast Food,"",Denver,CO,80249,39.84987,-104.69648,
2013/06/16,2013-06-15 07:48:51 PM -0700,,-11.06,Signature purchase,false,BURGER KING #8321        ,Burger King,Food & Drink,Fast Food,"",Denver,CO,80249,39.84987,-104.69648,
2013/06/16,2013-06-15 08:19:33 PM -0700,,-9.00,Signature purchase,false,DIA PARKING OPERATIONS   ,Dia Parking Operations,Transportation,Parking & Tolls,"",Denver,CO,80249,39.84987,-104.69648,
2013/06/16,2013-06-16 04:04:12 PM -0700,,-29.00,Signature purchase,false,FUN CITY                 ,Fun City,Uncategorized,Other Shopping,"",Estes Park,CO,80517,40.370313,-105.521568,
2013/06/16,2013-06-16 04:37:59 PM -0700,,-5.00,Signature purchase,false,FUN CITY                 ,Fun City,Uncategorized,Other Shopping,"",Estes Park,CO,80517,40.370313,-105.521568,
2013/06/17,2013-06-16 06:12:12 PM -0700,,-35.00,Signature purchase,false,WAHOOS FISH TACO #103    ,Wahoo's Fish Tacos,Food & Drink,Fast Food,2790 Pearl St,Boulder,CO,80301,40.02163333461974,-105.25970935821533,
2013/06/17,2013-06-17 04:09:36 PM -0700,,-32.71,Signature purchase,false,KING SOOPERS #0033       ,King Soopers,Food & Drink,Groceries,3600 Table Mesa Dr,Boulder,CO,80305,39.98359834793264,-105.25172710418701,
2013/06/17,2013-06-17 05:14:20 AM -0700,,-1.50,Signature purchase,false,ATLAS PURVEYORS          ,Atlas Purveyors,Food & Drink,Restaurants,1505 Pearl St,Boulder,CO,80302,40.018782,-105.275638,
2013/06/17,2013-06-17 08:58:56 AM -0700,,-2.26,Signature purchase,false,TEE & CAKES              ,Tee & Cakes,Food & Drink,Fast Food,1932 14th St,Boulder,CO,80302,40.017969,-105.277228,
2013/06/17,2013-06-17 10:44:45 AM -0700,,-1.75,Signature purchase,false,BLDR PRKNG-OUT BNDS      ,Bldr Prkng Out Bnds,Transportation,Parking & Tolls,"",Boulder,CO,80302,40.019224,-105.274675,
2013/06/17,2013-06-17 11:47:49 AM -0700,,-10.00,Signature purchase,false,SQ *FAST EDDIE'S HOT DOGS,Fast Eddie's Hot Dogs,Food & Drink,Fast Food,"",Boulder,CO,80302,40.019224,-105.274675,
2013/06/17,2013-06-17 12:14:50 PM -0700,,-12.70,Signature purchase,false,SPRUCE CONFECTIONS MAIN  ,Spruce Confections Main,Food & Drink,Restaurants,"",Boulder,CO,80302,40.019224,-105.274675,
2013/06/20,2013-06-19 05:10:55 PM -0700,,-12.21,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.015791394233496,-105.25203824043274,
2013/06/20,2013-06-19 05:16:49 PM -0700,,-8.49,Signature purchase,false,PETTYJOHNS LIQUOR & WI   ,Pettyjohns Liquor & Wi,Food & Drink,Alcohol & Bars,"",Boulder,CO,80305,39.981863,-105.258485,
2013/06/22,2013-06-21 08:22:15 PM -0700,,-4.99,Signature purchase,false,MSFT   *XBOX LIVE        ,Xbox Live,Uncategorized,Unknown,"",Lower Elochoman,WA,98052,46.9497445,-122.7451695,
2013/06/23,2013-06-22 07:54:50 PM -0700,,-4.99,Signature purchase,false,MSFT   *XBOX LIVE        ,Xbox Live,Uncategorized,Unknown,"",Lower Elochoman,WA,98052,46.9497445,-122.7451695,
2013/06/24,2013-06-24 06:08:03 AM -0700,,-6.69,Signature purchase,false,ATLAS PURVEYORS          ,Atlas Purveyors,Food & Drink,Restaurants,"",Boulder,CO,80302,40.019224,-105.274675,
2013/06/25,2013-06-24 07:03:04 PM -0700,,-3.35,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.015791394233496,-105.25203824043274,
2013/06/25,2013-06-25 04:16:43 AM -0700,,82.00,ACH,false,Electronic Funds Transfer - hire Dave LLC   Pending ... ,Hire Dave,Income,Paycheck,,,,,,,
2013/06/27,2013-06-26 06:30:10 PM -0700,,-20.32,Signature purchase,false,CHIPOTLE 0894            ,Chipotle,Food & Drink,Fast Food,919 Pearl Street,Boulder,CO,80302,40.017326,-105.283363,
2013/06/28,2013-06-27 07:42:36 PM -0700,,-4.99,Signature purchase,false,MSFT   *XBOX LIVE        ,Xbox Live,Uncategorized,Unknown,"",Lower Elochoman,WA,98052,46.9497445,-122.7451695,
2013/06/27,2013-06-27 12:12:47 PM -0700,,-17.99,Signature purchase,false,THE HUNGRY TOAD          ,The Hungry Toad,Food & Drink,Restaurants,"",Boulder,CO,80304,40.045382,-105.280745,
2013/06/29,2013-06-28 07:02:14 PM -0700,,-3.21,Signature purchase,false,ATLAS PURVEYORS          ,Atlas Purveyors,Food & Drink,Restaurants,1505 Pearl St,Boulder,CO,80302,40.018782,-105.275638,
2013/06/29,2013-06-28 08:04:54 PM -0700,,-4.99,Signature purchase,false,MSFT   *XBOX LIVE        ,Xbox Live,Uncategorized,Unknown,"",Lower Elochoman,WA,98052,46.9497445,-122.7451695,
2013/06/29,2013-06-29 03:27:35 PM -0700,,-1.50,Signature purchase,false,BOULDER PARKING-CAGID    ,Boulder Parking Cagid,Transportation,Parking & Tolls,"",Boulder,CO,80302,40.019224,-105.274675,
2013/07/06,2013-07-05 05:07:26 PM -0700,,-9.05,Signature purchase,false,PEI WEI #0104      Q02   ,Pei Wei  0104 Q02,Food & Drink,Fast Food,0104 Q02,Boulder,CO,80301,40.051351,-105.227413,
2013/07/09,2013-07-09 10:11:49 AM -0700,,-4.50,Signature purchase,false,ACT*BoulderParksAndRec   ,Boulderparksandrec,Uncategorized,Unknown,"","",CA,92121,32.899592,-117.201203,
2013/07/11,2013-07-11 11:08:22 AM -0700,,-11.50,Signature purchase,false,ACT*BoulderParksAndRec   ,Boulderparksandrec,Uncategorized,Unknown,"","",CA,92121,32.899592,-117.201203,
2013/07/19,2013-07-19 04:18:35 AM -0700,,50.00,ACH,false,Electronic Funds Transfer - hire Dave LLC   Pending ... ,Hire Dave,Income,Paycheck,,,,,,,
2013/07/21,2013-07-20 05:18:17 PM -0700,,-43.03,Signature purchase,false,JIMANOS'S PIZZERIA       ,Jimanos's Pizzeria,Food & Drink,Fast Food,"",Englewood,CO,80113,39.648386,-104.97954,
2013/07/20,2013-07-20 12:52:47 PM -0700,,-4.98,Signature purchase,false,TARGET        00017699   ,Target,Food & Drink,Groceries,Marshall Drive,Superior,CO,80027,39.959591,-105.171085,
2013/07/21,2013-07-21 04:48:54 PM -0700,,-2.46,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.015791394233496,-105.25203824043274,
2013/07/26,2013-07-26 03:30:21 AM -0700,,40.00,ACH,false,Electronic Funds Transfer - hire Dave LLC   Pending ... ,Hire Dave,Income,Paycheck,,,,,,,
2013/07/27,2013-07-27 03:14:48 PM -0700,,-10.61,Signature purchase,false,SAFEWAY  STORE00029116   ,Safeway,Food & Drink,Groceries,2798 Arapahoe Ave,Boulder,CO,80302,40.01374,-105.259525,
2013/07/27,2013-07-27 04:25:44 PM -0700,,-13.50,Signature purchase,false,PETTYJOHNS LIQUOR & WI   ,Pettyjohns Liquor & Wi,Food & Drink,Alcohol & Bars,"",Boulder,CO,80305,39.981863,-105.258485,
2013/07/27,2013-07-27 07:34:50 AM -0700,,-6.29,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.015791394233496,-105.25203824043274,
2013/07/27,2013-07-27 10:18:29 AM -0700,,-5.40,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.015791394233496,-105.25203824043274,
2013/07/30,2013-07-30 04:43:41 PM -0700,,-4.99,Signature purchase,false,MSFT   *XBOX LIVE        ,Xbox Live,Uncategorized,Unknown,"",Lower Elochoman,WA,98052,46.9497445,-122.7451695,
2013/08/16,2013-08-16 04:45:12 AM -0700,,20.00,ACH,false,Electronic Funds Transfer - hire Dave LLC   Pending ... ,Hire Dave,Income,Paycheck,,,,,,,
2013/08/25,2013-08-25 01:32:21 PM -0700,,-4.00,Signature purchase,false,PETTYJOHNS LIQUOR & WI   ,Pettyjohns Liquor & Wi,Food & Drink,Alcohol & Bars,"",Boulder,CO,80305,39.981863,-105.258485,
2013/08/25,2013-08-25 01:36:33 PM -0700,,-3.80,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.015791394233496,-105.25203824043274,
2013/08/26,2013-08-25 05:40:19 PM -0700,,-5.37,Signature purchase,false,TACO BELL 000300031948   ,Taco Bell,Food & Drink,Fast Food,3210 Arapahoe Ave,Boulder,CO,80303,40.01438387215929,-105.25089425252864,
2013/09/07,2013-09-07 02:10:48 PM -0700,,-4.00,Signature purchase,false,PETTYJOHNS LIQUOR & WI   ,Pettyjohns Liquor & Wi,Food & Drink,Alcohol & Bars,"",Boulder,CO,80305,39.981863,-105.258485,
2013/09/17,2013-09-17 04:31:19 AM -0700,,50.00,ACH,false,Electronic Funds Transfer - hire Dave LLC   Pending ... ,Hire Dave,Income,Paycheck,,,,,,,
2013/09/21,2013-09-21 02:54:23 PM -0700,,-1.00,Signature purchase,false,PUBLIC WORKS-PRKG METR   ,Public Works Prkg Metr,Transportation,Parking & Tolls,"",Denver,CO,80202,39.751907,-104.997634,
2013/09/21,2013-09-21 04:07:57 PM -0700,,-29.47,Signature purchase,false,PEI WEI #0104      Q02   ,Pei Wei  0104 Q02,Food & Drink,Fast Food,0104 Q02,Boulder,CO,80301,40.051351,-105.227413,
2013/09/22,2013-09-21 05:16:20 PM -0700,,-9.34,Signature purchase,false,DAIRY QUEEN OJ 12406 D   ,Dairy Queen Oj,Food & Drink,Fast Food,"",Boulder,CO,80303,40.002312,-105.233612,
2013/09/22,2013-09-22 12:28:09 PM -0700,,-4.50,Signature purchase,false,PETTYJOHNS LIQUOR & WI   ,Pettyjohns Liquor & Wi,Food & Drink,Alcohol & Bars,"",Boulder,CO,80305,39.981863,-105.258485,
2013/09/23,2013-09-23 04:56:54 PM -0700,,-5.50,Signature purchase,false,PETTYJOHNS LIQUOR & WI   ,Pettyjohns Liquor & Wi,Food & Drink,Alcohol & Bars,"",Boulder,CO,80305,39.981863,-105.258485,
2013/09/25,2013-09-24 07:27:44 PM -0700,,-4.59,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.015791394233496,-105.25203824043274,
2013/09/24,2013-09-24 12:37:44 PM -0700,,-1.25,Signature purchase,false,BOULDER PARKING-CAGID    ,Boulder Parking Cagid,Transportation,Parking & Tolls,"",Boulder,CO,80302,40.019224,-105.274675,
2013/09/25,2013-09-25 03:32:57 AM -0700,,100.00,ACH,false,Electronic Funds Transfer - hire Dave LLC   Pending ... ,Hire Dave,Income,Paycheck,,,,,,,
2013/09/26,2013-09-25 06:02:23 PM -0700,,-19.62,Signature purchase,false,WAHOO'S FISH TACOS 103   ,Wahoo's Fish Tacos,Food & Drink,Restaurants,2790 Pearl St,Boulder,CO,80301,40.02163333461974,-105.25970935821533,
2013/09/29,2013-09-29 12:46:36 PM -0700,,-4.00,Signature purchase,false,PETTYJOHNS LIQUOR & WI   ,Pettyjohns Liquor & Wi,Food & Drink,Alcohol & Bars,"",Boulder,CO,80305,39.981863,-105.258485,
2013/09/30,2013-09-30 04:56:22 PM -0700,,-17.21,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.015791394233496,-105.25203824043274,
2013/10/01,2013-09-30 05:00:24 PM -0700,,-10.00,Signature purchase,false,PETTYJOHNS LIQUOR & WI   ,Pettyjohns Liquor & Wi,Food & Drink,Alcohol & Bars,"",Boulder,CO,80305,39.981863,-105.258485,
2013/10/03,2013-10-03 10:40:13 AM -0700,,-4.09,Signature purchase,false,WENDY'S #306             ,Wendy's  306 Q25,Food & Drink,Fast Food,306 Q25,Boulder,CO,80302,40.019224,-105.274675,
2013/10/03,2013-10-03 11:25:31 AM -0700,,-21.50,Signature purchase,false,SQ *YA YA FARM & ORCHARD ,Blue Bottle Coffee,Food & Drink,Other,"",San Francisco,CA,94105,37.789888,-122.393562,
2013/10/08,2013-10-07 10:08:43 PM -0700,,-8.05,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.015791394233496,-105.25203824043274,
2013/10/08,2013-10-08 11:15:22 AM -0700,,-7.58,Signature purchase,false,THE PITA PIT             ,Pita Pit,Food & Drink,Restaurants,"",Boulder,CO,80302,40.019224,-105.274675,
2013/10/10,2013-10-10 04:33:54 AM -0700,,150.00,ACH,false,Electronic Funds Transfer - hire Dave LLC   Pending ... ,Hire Dave,Income,Paycheck,,,,,,,
2013/10/17,2013-10-17 10:39:49 AM -0700,,-27.62,Pin purchase,false,FOOD LION #0922          ,Food Lion,Food & Drink,Groceries,175 Hwy 321 Bypass,Blowing Rock,NC,28605,36.143771,-81.658897,
2013/10/17,2013-10-17 10:42:21 AM -0700,,-5.54,Pin purchase,false,FOOD LION #0922          ,Food Lion,Food & Drink,Groceries,175 Hwy 321 Bypass,Blowing Rock,NC,28605,36.143771,-81.658897,
2013/10/17,2013-10-17 11:38:32 AM -0700,,-29.55,Signature purchase,false,KNIGHTS ON MAIN          ,Knights On Main,Food & Drink,Restaurants,"",Blowing Rock,NC,28605,36.12919,-81.671398,
2013/10/20,2013-10-20 09:43:00 AM -0700,,-69.57,Pin purchase,false,CVS 00191 00191--5510 Cas,Cvs 00191 00191  5510 Cas,Health & Medical,Pharmacies,00191 00191  5510 Cas,Cumming,GA,"",34.207649,-84.133571,
2013/10/20,2013-10-20 09:44:13 AM -0700,,-12.82,Pin purchase,false,CVS 00191 00191--5510 Cas,Cvs 00191 00191  5510 Cas,Health & Medical,Pharmacies,00191 00191  5510 Cas,Cumming,GA,"",34.207649,-84.133571,
2013/10/29,2013-10-29 04:31:00 AM -0700,,100.00,ACH,false,Electronic Funds Transfer - E*TRADE BANK   Pending ... ,E*trade Bank,Income,Other,,,,,,,
2013/10/31,2013-10-31 05:59:51 AM -0700,,-14.90,Signature purchase,false,BREWING MARKET BASELINE  ,Brewing Market Baseline,Food & Drink,Restaurants,"",Boulder,CO,80303,40.002312,-105.233612,
2013/11/02,2013-11-01 06:30:33 PM -0700,,-41.00,Atm withdrawal,false,1535 PEARL ST            ,SOUTHERN SUN PU ATM,Uncategorized,Cash,1535 Pearl St,Boulder,CO,80302,40.019224,-105.274675,
2013/11/02,2013-11-01 06:33:53 PM -0700,,-21.00,Atm withdrawal,false,1535 PEARL ST            ,SOUTHERN SUN PU ATM,Uncategorized,Cash,1535 Pearl St,Boulder,CO,80302,40.019224,-105.274675,
2013/11/02,2013-11-02 03:10:56 PM -0700,,-10.34,Signature purchase,false,WHOLEFDS BSL 10301       ,Wholefds Bsl,Food & Drink,Groceries,"",Boulder,CO,80305,39.981863,-105.258485,
2013/11/02,2013-11-02 12:11:22 PM -0700,,-20.83,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.016103,-105.25207,
2013/11/12,2013-11-12 07:32:30 AM -0700,,275.00,ACH,false,Electronic Funds Transfer - hire Dave LLC   Pending ... ,Hire Dave,Income,Other,,,,,,,
2013/11/16,2013-11-15 07:13:52 PM -0700,,-20.00,Signature purchase,false,KING SOOPERS #0033       ,King Soopers,Food & Drink,Groceries,1650 30th Street,Boulder,CO,80305,40.016091,-105.251834,
2013/11/17,2013-11-16 07:47:34 PM -0700,,-6.49,Signature purchase,false,GORDON BIERSCH-DENVER4   ,Gordon Biersch Brewery Restaurant,Food & Drink,Restaurants,1 W Flatiron Crossing Dr,Broomfield,CO,80021,39.93066918721252,-105.13521194458008,
2013/11/17,2013-11-16 08:33:18 PM -0700,,-11.75,Signature purchase,false,AMC FLATIRON C05500525   ,Amc Flatiron C05500525,Culture,Movies,"",Broomfield,CO,80021,39.911515,-105.129891,
2013/11/17,2013-11-17 01:47:20 PM -0700,,-3.57,Signature purchase,false,TABLE MESA HARDWAR       ,Table Mesa Hardware,Uncategorized,Unknown,691 South Broadway Street,Boulder,CO,80305,39.982887,-105.249345,
2013/11/17,2013-11-17 01:54:29 PM -0700,,-7.75,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th Street,Boulder,CO,"",40.016091,-105.251834,
2013/11/19,2013-11-18 09:57:11 PM -0700,,-11.55,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th Street,Boulder,CO,"",40.016091,-105.251834,
2013/11/20,2013-11-20 01:57:52 PM -0700,,-78.16,Signature purchase,false,TARGET        00017699   ,Target,Food & Drink,Groceries,400 Marshall Road,Superior,CO,80027,39.95679,-105.174384,
2013/11/21,2013-11-21 05:32:49 AM -0700,,275.00,ACH,false,Electronic Funds Transfer - hire Dave LLC   Pending ... ,Hire Dave,Income,Paycheck,,,,,,,
2013/11/21,2013-11-21 12:44:00 PM -0700,,-8.35,Signature purchase,false,QUES TABLE MESA          ,Ques Table Mesa,Food & Drink,Fast Food,"",Boulder,CO,80305,39.981863,-105.258485,
2013/11/23,2013-11-22 07:29:42 PM -0700,,-7.48,Signature purchase,false,BARNES & NOBLE 2333      ,Barnes & Noble Booksellers Crossroads Commons,Food & Drink,Fast Food,2999 Pearl Street,Boulder,CO,80301,40.02355,-105.254503,
2013/11/24,2013-11-23 06:20:03 PM -0700,,-4.00,Signature purchase,false,PETTYJOHNS LIQUOR & WI   ,Pettyjohns Liquor & Wi,Food & Drink,Alcohol & Bars,"",Boulder,CO,80305,39.981863,-105.258485,
2013/11/24,2013-11-24 03:14:35 PM -0700,,-159.80,Pin purchase,false,COSTCO WHSE #0480        ,Costco Whse,Uncategorized,Other Shopping,"",Superior,CO,80027,39.935561,-105.158231,
2013/11/24,2013-11-24 03:15:01 PM -0700,,-1.62,Pin purchase,false,COSTCO WHSE #0480        ,Costco Whse,Uncategorized,Other Shopping,"",Superior,CO,80027,39.935561,-105.158231,
2013/11/24,2013-11-24 04:11:42 PM -0700,,-7.02,Pin purchase,false,KING SOOPERS 3600 TABLE M,King Soopers,Food & Drink,Groceries,1650 30th St,Boulder,CO,"",40.015791394233496,-105.25203824043274,
2013/11/25,2013-11-24 06:17:12 PM -0700,,-44.93,Signature purchase,false,CALIFORNIA PIZZA 242     ,California Pizza Kitchen,Food & Drink,Restaurants,1711 29th Street,Boulder,CO,80301,40.017774,-105.256668,
2013/11/28,2013-11-27 05:00:26 PM -0700,,-57.51,Signature purchase,false,KING SOOPERS #0033       ,King Soopers,Food & Drink,Groceries,3600 Table Mesa Dr,Boulder,CO,80305,39.98359834793264,-105.25172710418701,
2013/11/28,2013-11-28 01:25:47 PM -0700,,-34.25,Signature purchase,false,AMC FLATIRON CR 14 #0052 ,AMC Flatiron Crossing 14,Culture,Movies,61 W Flatiron Crossing Dr,Broomfield,CO,80021,39.93031542081879,-105.13517439365387,
2013/11/28,2013-11-28 02:40:46 PM -0700,,-8.00,Signature purchase,false,AMC FLATIRON CR 14 #0052 ,AMC Flatiron Crossing 14,Culture,Movies,61 W Flatiron Crossing Dr,Broomfield,CO,80021,39.93031542081879,-105.13517439365387,
2013/11/29,2013-11-29 06:58:38 AM -0700,,-2.60,Signature purchase,false,SQ *CAFFE SOLE           ,Caffe Sole,Food & Drink,Restaurants,637R South Broadway Street,Boulder,CO,80305,39.983128,-105.250002,
2013/11/30,2013-11-30 02:54:03 PM -0700,,-7.31,Signature purchase,false,TACO BELL 000300031948   ,Taco Bell,Food & Drink,Fast Food,2450 Baseline Road,Boulder,CO,80303,40,-105.262023,
